tweets,Sentiment
i went grocery shopping and damn near had an anxiety attack. the grocery store looked like a tornado came through it and people were mad skittish..it was no food to add to this shit. im like in there trying to create meals with nothing...shit is crazy #covid_19,Extremely Negative
health and safety are two aspects that will impact consumer decisions significantly in the post covid 19 era people will be more conscious about their well being group chairman  ceo fcb india,Positive
"@abpmajhatv keep mobile test lab and one ambulance for covid-19 near vegetable market,  supermarket and grocery store..... where u can test all public who came there.  if sumone find positive,  send him/her to quarantine centre through ambulance.",Positive
"indian auto industry faced weak consumer sentiment in 2019-20 with sales of most segments falling. and outlook for current fiscal is even worse with spread of  coronavirus and the lockdowns to contain it.
#autosales #automakers #coronavirus #covid-19",Extremely Negative
my garden is self-sufficient ... #stayathome #stayhomesavelives #coronavirus #toiletpaper #humour,Neutral
"a friend of mine stocking rice in the alps. thats another level of stock piling food.

#food #crash #coronavirus",Positive
@ansaraabbasi prices in international market are high due to hourding. this is going to be another scandal in making. even if not used for covid 19  our people will die with malaria as the drug is already short in local market.,Extremely Negative
"its not tradition, but the trend nowadays :
selling masks and hand sanitizer with high prices due to covid-19, blaming government, but also most of people here doesn't have awareness about disease, spreading hoax really fast, sighing about e-learning for a goddamn 2 weeks. - id",Extremely Negative
"this is just horrible marketing,  capitalism and misleading information. while experts around the world are working on developing a vaccine the company who produces this hand sanitizer claim it has corona virus protection built in ?.  #covid19 #coronavirus",Negative
please please please share this all those whose garage is full of in anticipation of the use this calculator includes wipes trip sheets wipe how many days do you have,Extremely Positive
when you have to break out the novelty hand sanitizer ???? #coronavirus,Positive
"my happy dance when i went to the grocery store today and finally found essential items on the shelves.
#coronavirus",Positive
"@nsftcrisis add @vodafoneuk to this list. increasing their prices during the #coronavirus pandemic! imagine #profiteering from #covid19 
#boycottvodafone @vodafone @vodafonegroup",Neutral
the ofa is urging consumers not to panic buy and is reassuring ontarians that safe food will continue to be produced processed and distributed despite the covid 19 pandemic,Extremely Positive
tips on cyber safety.,Positive
".@ifpri insights special issue featuring impacts of #coronavirus on #foodsecurity, #nutrition, #poverty &; #development. read analyses by our experts @robvos26, @shenggenfan, kevin chen, xiaobo zhang &; more:  
#covid19",Positive
two shoppers wait for a store to open to buy supplies and elusive loo rolls! #essex #covid?19 #coronavirus #shopping #toiletpaper #corringham,Neutral
it feels like an endless chase for toilet paper... #toiletpaper #coronavirus #animation,Positive
mohammed bin salman is fighting a war in yemen and on covid 19 was this the time to launch an oil price war with russia,Extremely Negative
"profiteering in difficult times: general pharmaceutical council chief executive, duncan rudkin has issued the following statement in response to reports of some instances of raised prices and locum rates during the covid-19 pandemic; like many people i",Negative
"swedish authorities not giving enough info for people to make up their own mind.

more &; more experts are feeling uneasy with this stewardship. its not allowing for open debate. it is rather trying to push down and make people quiet. #coronavirussweden",Negative
"sanitizer istemal karna kaisa 
#coronavirus #coronavirusupdates #coronavirusoutbreak #covid19 #coronaviruspakistan #coronaviruspandemic #coronavirusoutbreakindia
#rrq
#share_as_sadqa_e_jariah
and keep watching @madanichannel for more",Neutral
"they closed the pubs tonight. great. less crowds? they're all coming to the supermarket to bulk buy booze instead. i guess your designated ""key workers"" on the till will just have to work harder and risk more so you can sip your merlot in peace. #coronavirus #pubsclosed #covid_19",Extremely Positive
over 100 biofuel plants across the country are fully idling or cutting production rates as gas prices fall because people are staying at home due to the covid-19 outbreak and major oil producers feud over output.,Negative
from #coronavirus to #drought: why were seeing some strange prices at supermarkets. #auspol | the new daily,Negative
